RID|CompanyID|BoothNo|CompanyNameEn|CompanyNameSc|CompanyNameTc|Product_Name_SC|Rroduct_Description_SC|Product_Name_TC|Rroduct_Description_TC|Product_Name_EN|Rroduct_Description_EN|
1745|226690|2.1M31|Guangdong Jinxin Machinery Co.,Ltd|广东金兴机械股份有限公司|廣東金興機械股份有限公司|JZRC-860-720型数控精密成型机|1.运用国际最新塑料片材成型工艺技术。2.全套采用西门子simtion控制、运动、温控,包括各模具导头、温度感应检测、人机接口操作、隧道式加热。3.凹凸模皆可成型，可采用正负气压成型、激光刀片冲切、加温成型。4.成型、冲孔、裁切、堆垛分四工位，分工位同时运行先进技术，模块化设计理念，还可根据客户产品要求增加工艺要求。5.适用于BOPS、PS、PP、PVC、PET、ABS等塑料片材的正负气压成型加工高透明、高拉伸、浅拉伸、各种几何型翻边等制品，生产各种盆、碟、托 盘、碗、盖等包装制品。|JZRC-860-720型數控精密成型機|1.運用國際最新塑膠片材成型工藝技術。2.全套採用西門子simtion控制、運動、溫控,包括各模具導頭、溫度感應檢測、人機介面操作、隧道式加熱。3.凹凸模皆可成型，可採用正負氣壓成型、鐳射刀片沖切、加溫成型。4.成型、沖孔、裁切、堆垛分四工位，分工位同時運行先進技術，模組化設計理念，還可根據客戶產品要求增加工藝要求。5.適用於BOPS、PS、PP、PVC、PET、ABS等塑膠片材的正負氣壓成型加工高透明、高拉伸、淺拉伸、各種幾何型翻邊等製品，生產各種盆、碟、托 盤、碗、蓋等包裝製品。|JZRC-860-720 CNC Precision Forming Machine|1.This machine adopts the latestinternational plastic sheet molding technology and crafts.2.The whole set adoptsSimenssimtioncontrol, movement,temperature-controlled whichincludes various molding head,temperature induction detection, man-machine interface operation, tunnel heating.3.It is suitable for the concave and theconvex mold forming, which adopts the integration of positive and negative airpressure, laser bladecutting and the heating forming.4.There is four processing parts:forming, punching,cutting, stacking. Each part adopts theadvanced technology and operates simultaneously. With modular designconception, adds more technology and crafts to the products as the request ofcustomers.5.It is available forBOPS, PS, PP, PVC, PET, ABS different kinds of plastic sheet which with the positive andnegative air pressure forming and processing high transparency, high stretching, shallow stretching, various geometrical rotationproducts. It also produces different kinds of pots, dishes, trays, bowls and lids,etc.|
1746|58163|9.2A21/9.2A15|Akei Holdings Company Limited|雅琪塑料机器制造厂有限公司|雅琪塑膠機器製造廠有限公司|AE-480-TS双工位全电动吹瓶机|2017年雅琪参展机型为AE-480-TS双工位全电动吹瓶机，该机型适合最大5升的不同消费品包装吹塑。雅琪在全球首家采用美国Exlar行星滚柱丝杠传动电动缸技术，使用寿命是常规滚柱丝杠的15倍。机器采用独立打废边机构及独特的横向移动转移瓶坯方案，拥有多项专利技术。该机器可以说明客户降低最终单瓶制造成本，机器参数设置简便，所有画面皆可以在控制计算机中设置，为企业实现工业4.0无人工厂创造条件，可实现高质量容器的连续稳定生产。和常规液压机器相比，产能提高17%，能耗降低45%。|AE-480-TS雙工位全電動吹瓶機|2017年雅琪參展機型為AE-480-TS雙工位全電動吹瓶機，該機型適合最大5升的不同消費品包裝吹塑。雅琪在全球首家採用美國Exlar行星滾柱絲杠傳動電動缸技術，使用壽命是常規滾柱絲杠的15倍。機器採用獨立打廢邊機構及獨特的橫向移動轉移瓶坯方案，擁有多項專利技術。該機器可以說明客戶降低最終單瓶製造成本，機器參數設置簡便，所有畫面皆可以在控制電腦中設置，為企業實現工業4.0無人工廠創造條件，可實現高品質容器的連續穩定生產。和常規液壓機器相比，產能提高17%，能耗降低45%。|AE-480-TS double station all electric extrusion blow molding machine|Akei all electric blowing molding machine, which is suitable for the largest 5 liters of different consumer packaging blow moldingwhich, applies German BECKHOFF central control system, SIEMENS servo motor and driver, SEW reducer, Rexroth linear guide, EXLAR patented roller screw drive electric cylinder, independent mode of car structure and lateral movement of unique preform transfer scheme, has a number of independent intellectual property rights and the patent technology. Akei can provide much more competitive electric solution. Up till now we have developed cooperative projects with domestic and foreign brands. We have participated in two consecutive Chinaplas and Mexico Rubber Exhibition since the launch of the first generation of the motor in 2009 and won the "innovative energy-saving host award" rating by "Vogel industry media" in 2012 . After several years of precipitation technology, 2016 Akei launched the second generation of the electric bottle blowing machine.|
1747|229406|10.2A01|BYK Additives (Shanghai) Co., Ltd.|毕克助剂（上海）有限公司|畢克助劑（上海）有限公司|BYKO2BLOCK-1200 |毕克化学研发了一种独特的助剂，BYKO2BLOCK-1200。此助剂基于薄片结构的改性粘土，特别针对食品包装薄膜。在加工（混料）过程中，剥离开的小薄片均匀分散在聚合物中，从而降低气体和水汽的透过率。毕克化学实验室的测试数据显示出添加少量的 BYKO2BLOCK-1200（3-5%）就能够在阻隔性能上获得显著地提高，例如对氧气、二氧化碳和水汽，而且其他性能，如机械性能和透明性保持。另外，BYKO2BLOCK-1200 还能够提高热变形温度。|BYKO2BLOCK-1200|畢克化學研發了一種獨特的助劑，BYKO2BLOCK-1200。此助劑基於薄片結構的改性粘土，特別針對食品包裝薄膜。在加工（混料）過程中，剝離開的小薄片均勻分散在聚合物中，從而降低氣體和水汽的透過率。畢克化學實驗室的測試資料顯示出添加少量的 BYKO2BLOCK-1200（3-5%）就能夠在阻隔性能上獲得顯著地提高，例如對氧氣、二氧化碳和水汽，而且其他性能，如機械性能和透明性保持。另外，BYKO2BLOCK-1200 還能夠提高熱變形溫度。|BYKO2BLOCK-1200   |BYK has developed a unique additive, BYKO2BLOCK-1200. It is based on a platelet-forming, modified clay additive that has been developed specially for use in foodstuff packaging films. During processing (compounding), the separated platelets are distributed equally in the polymer matrix, thereby bringing about a reduction in the permeability to gases and water vapor. Tests in the BYK laboratories have shown that even adding a small quantity of BYKO2BLOCK-1200 (3 – 5 %) can achieve a significant improvement in the impermeability towards gases such as oxygen, carbon dioxide and water vapor, without changing other properties such as the mechanics or transparency. Moreover, BYKO2BLOCK-1200 also improves heat deflection.|
1748|226692|8.1C11|Fujian Uniwis Industrial Co., Ltd|福建连众智惠实业有限公司|福建連眾智惠實業有限公司|多层共挤下吹水冷薄膜吹塑机组 |该机组采用多层共挤组合模头，下吹水冷，薄膜旋转牵引等高新技术，适用于加工LDPE,mLLDPE,LLDPE,PP,PA,二元共聚PP，三元共聚PP等原料，生产具有良好的阻隔、密封、透明、避光、蒸煮、保鲜、热封、印刷等性能的包装薄膜和复合包装材料，为食品，农副产品，医疗，农药，化工，日用品，军工用品等提供价廉物美的多层共挤塑料包装薄膜。|多層共擠下吹水冷薄膜吹塑機組 |該機組採用多層共擠組合模頭，下吹水冷，薄膜旋轉牽引等高新技術，適用於加工LDPE,mLLDPE,LLDPE,PP,PA,二元共聚PP，三元共聚PP等原料，生產具有良好的阻隔、密封、透明、避光、蒸煮、保鮮、熱封、印刷等性能的包裝薄膜和複合包裝材料，為食品，農副產品，醫療，農藥，化工，日用品，軍工用品等提供價廉物美的多層共擠塑膠包裝薄膜。|Multi-layer Downward Blowing Water-cool Blown Film Lines|The line uses advanced technology such as splint mould head of multi-layer extrusion,water-cooling of down-shot and rotation of film etc. It is used to process raw materials like LDPE,MLLDPE,LLDPE,LDPE,PP,PA,BIPOLYMER PP and TERPOLYMER PP.It produce packing film and multi-layer packaging material which have good performance like obstruction, seal, transparency, stewing, keeping fresh, heat seal.|
1749|228153|9.1M01|JAWAY TECH CO., LTD.|佳威机械有限公司|佳威機械有限公司|全電式驅動單元-- 射出成型機用|利用齿轮传动齿条, 将旋转运动转换成直线运动, 取代油压缸或皮带轮/滚珠螺杆等传动机构, 应用于全电机所有直线驱动∘ 为整体机台提供: 1) 传动效率高, 节约能源 2) 独特创新设计, 整合所有功能性组件 3) 缩短操作周期 4) 高精度和重复准确度 5) 低噪音, 无油污污染 6) 应用行业广泛, 如汽车产业、包装产业、电子电器产业…等 最大范围 - 射出推力: 1300kN - 射程: 450 mm/sec - 行程: 450 m/M|全電式驅動單元-- 射出成型機用|利用齒輪傳動齒條, 將旋轉運動轉換成直線運動, 取代油壓缸或皮帶輪/滾珠螺杆等傳動機構, 應用于全電機所有直線驅動∘ 為整體機台提供: 1) 傳動效率高, 節約能源 2) 獨特創新設計, 整合所有功能性組件 3) 縮短操作週期 4) 高精度和重複準確度 5) 低噪音, 無油污污染 6) 應用行業廣泛, 如汽車產業、包裝產業、電子電器產業…等 最大範圍 - 射出推力: 1300kN - 射程: 450 mm/sec - 行程: 450 m/M|Linear Drives for All-electric Injection Moulding Machines|Different from the traditional hydraulic cylinder or pulley / ball screw and other transmission system, Knodler innovative design of the ZS linear drive to achieve similar power density as with hydraulic systems. Our system use of an 4- to 8-fold engagement at the toothed racks, which have maximum load carrying capacity and force compensation due to the double helical gearing. The overall rigid structure, with water-cooled three-phase servo motors with a 2- or 4-fold arrangement have a reduced mass moment of inertia whilst guaranteeing an extremely dynamic drive, accurate positioning, and quiet operation function.|
1750|229289|9.2L51|Guangzhou Rijing Automation Machinery Co.,Ltd|广州市日睛自动化机械有限公司|廣州市日睛自動化機械有限公司|胶印机用于塑料瓶盖印刷，高速旋盖机也用于塑料瓶盖组|高速旋盖机适用于食用油、酱油、醋、医药和其他瓶盖产品包装。 速度180个/分钟，可与高速测漏机联机使用。高速测漏机速度可达20000个/小时，有24个测漏工位。 瓶盖胶印机用于食用油及其他塑料瓶盖的侧面/圆周印刷，机器优点: 印刷附着力强，不容易掉色、高速、对环境无污染、UV 油墨和UV灯快干。|膠印機用於塑膠瓶蓋印刷，高速旋蓋機也用於塑膠瓶蓋組|高速旋蓋機適用於食用油、醬油、醋、醫藥和其他瓶蓋產品包裝。 速度180個/分鐘，可與高速測漏機連線使用。高速測漏機速度可達20000個/小時，有24個測漏工位。 瓶蓋膠印機用於食用油及其他塑膠瓶蓋的側面/圓周印刷，機器優點: 印刷附著力強，不容易掉色、高速、對環境無污染、UV 油墨和UV燈快幹。|Cap Offset Printing Macine is for Plastic Bottle Caps|High Speed Cap Assembly Machine is applicate to edible oil cap, soya sauce, vinegar, pharmacy and other bottle caps package. Its speed can reach 180pcs per min and it can connect with Leakage Testing Machine. Testing Machine is with 24 heads and speed can reach 20000pcs per hour. Those are fast speed for production. Offset Printing Machine is edible oil cap and other plastic caps. It is to print for the round side of the cap.And it is good adhensive, fast speed, environment friendly without pollution and with UV ink and UV light for fast dry.|
1751|226381|10.1A41|Shanghai Deren Rubber And Plastic Mahcinery Co.,Ltd.|上海德仁橡塑机械有限公司|上海德仁橡塑機械有限公司|冷喂料橡胶预成型机|冷喂料橡胶预成型机是一种高效率、高精度的胶柸生产设备，能适用于各种橡胶制品的坯料生产，占地面积小，可独立工作，生产过程简便，容易操作，能生产各种形状的胶坯，如：环形、长条形、圆形等；特别适合生产橡胶杂件、密封件、油封、气门嘴、网球、鞋底等各种橡胶制品。|冷餵料橡膠預成型機|冷餵料橡膠預成型機是一種高效率、高精度的膠柸生產設備，能適用於各種橡膠製品的坯料生產，占地面積小，可獨立工作，生產過程簡便，容易操作，能生產各種形狀的膠坯，如：環形、長條形、圓形等；特別適合生產橡膠雜件、密封件、油封、氣門嘴、網球、鞋底等各種橡膠製品。|The cold feed precision preformer |The cold feed precision preformer is a rubber blanks manufacturing equipment with high efficient and high precision, which applicable for rubber blanks production of various rubber components. It takes less space, work separately, convenient production process, easy to operate, Applied to produce various shapes of rubber blanks of circular shape, strip,cylinder shape.etc. Specially useful for producing blanks of rubber components such as rubber sundries, sealing parts, oil seal, valves, tennis balls and shoe soles.|
1752|226809|9.2E41|NEXTOOL TECHNOLOGY CO.,LTD|安徽耐科挤出科技股份有限公司|安徽耐科擠出科技股份有限公司|自动包装机|1. 用于塑料门窗型材产品包装，相比于人工包装，自动机械包装的可靠性更高，可以减少因人为操作失误而造成的经济损失； 2. 提升工厂自动化水平，减少企业对人工的依赖和管理负担，大幅度降低企业生产成本； 3. 通过热收缩装置，提升产品包装质量和外观档次，提高产品竞争力； 4. 设备可以进行客户定制，根据客户现场打包要求进行个性化设计，例如占地面积、打包方式、打包速度等等。|自動包裝機|1. 用於塑膠門窗型材產品包裝，相比於人工包裝，自動機械包裝的可靠性更高，可以減少因人為操作失誤而造成的經濟損失； 2. 提升工廠自動化水準，減少企業對人工的依賴和管理負擔，大幅度降低企業生產成本； 3. 通過熱收縮裝置，提升產品包裝品質和外觀檔次，提高產品競爭力； 4. 設備可以進行客戶定制，根據客戶現場打包要求進行個性化設計，例如占地面積、打包方式、打包速度等等。|Automatic packing machine |1. For PVC window & door profile products packing, comparing with labor packing, automatic packing machines are more reliable as it could reduce the loss of human mistakes; 2. Improve facility automation level; reduce dependency of labor and management burden，greatly reduce the cost of production; 3. Improve products competitiveness, packing quality and appearance grade by using heat shrink device; 4. The system can be customized,according to client’s site environment as factory space, packing style, packing speed and etc;|
1753|227347|9.1M51|GSK CNC EQUIP MENT..LID.|广州数控设备有限公司|廣州數控設備有限公司|广州数控全电动注塑机之“和谐号”|广州数控全电动注塑机是由广州数控设备有限公司完全自主研发生产的全新款“和谐号”新一代全电动注塑机，此“和谐号”是在原全电动注塑机的基础上专业优化升级，以高铁动车“和谐号”设计理念而来，它更能体现全电动注塑机节能洁净环保、高速高效、精密稳定的性能。“和谐号”采用全封闭钣金结构，整机造型简洁整体紧凑一体、颜色舒适、高端大气、给人以整洁高效环保的舒适感。全封闭式钣金在实际使用中更能适合精密齿轮、医疗器械、包装食品等高环境车间，色彩采用工业蓝与白色搭配，大窗口及边角圆弧扣的设计则体现了人性化的工业设计。|廣州數控全電動注塑機之“和諧號”|廣州數控全電動注塑機是由廣州數控設備有限公司完全自主研發生產的全新款“和諧號”新一代全電動注塑機，此“和諧號”是在原全電動注塑機的基礎上專業優化升級，以高鐵動車“和諧號”設計理念而來，它更能體現全電動注塑機節能潔淨環保、高速高效、精密穩定的性能。“和諧號”採用全封閉鈑金結構，整機造型簡潔整體緊湊一體、顏色舒適、高端大氣、給人以整潔高效環保的舒適感。全封閉式鈑金在實際使用中更能適合精密齒輪、醫療器械、包裝食品等高環境車間，色彩採用工業藍與白色搭配，大視窗及邊角圓弧扣的設計則體現了人性化的工業設計。|Guangzhou CNC all electric injection molding machine "Harmony"|Guangzhou CNC all electric injection molding machine is composed of Guangzhou CNC Equipment Co., completely independent R & D and production of a new "harmony" of a new generation of all electric injection molding machine, the "harmony" is based on the original all electric injection molding machine on the professional upgrading, with the high-speed train "harmony" design concept and. It can reflect the performance of all electric injection molding machine, high efficiency, energy saving and environmental protection clean and stable precision. "Harmony" with a fully enclosed sheet metal structure, the overall shape of the overall compact compact, color comfortable, high-end atmosphere, giving a clean and efficient environmental comfort. Fully enclosed metal can be more suitable for precision gear, medical equipment, food packaging and other high environmental workshop in actual use, the color of the blue and white collocation of industrial design, large windows and the corner arc buckle embodies the humanization of industry design.|
1754|227713|11.3A61|Wanlong Chemical Co..Ltd.|万隆化工有限公司|萬隆化工有限公司|荧光丝印油墨|本产品以日光荧光颜料为着色剂，色彩艳丽明亮，亮度为一般油墨的3倍。在PVC、PET等底材上，附着力好。可印刷与白纸、PVC、PET等材料上，使用领域为童车座垫、童鞋、书包、旅行袋、广告、商标、塑料包装袋、儿童玩具等需要鲜艳色彩的适用商品上。|螢光絲印油墨 |本產品以日光螢光顏料為著色劑，色彩豔麗明亮，亮度為一般油墨的3倍。在PVC、PET等底材上，附著力好。可印刷與白紙、PVC、PET等材料上，使用領域為童車座墊、童鞋、書包、旅行袋、廣告、商標、塑膠包裝袋、兒童玩具等需要鮮豔色彩的適用商品上。|fluorescent screen ink  |these products are colored with daylight fluorescent pigments,providing brilliant color which is 3 times brighter than common inks.|
1755|227713|11.3A61|Wanlong Chemical Co..Ltd.|万隆化工有限公司|萬隆化工有限公司|单张纸胶印荧光油墨（基墨）|本产品与其他同类产品相比，固着速度更快，能够适应高速印刷的技术要求。固着时间：其他同类产品≥15mins，本产品≤12mins 本产品采用高粘弹性、高溶解性树脂作为连结料，使得油墨的粘弹性更优，印刷转移性更好。 应用本产品，能明显提高印刷品的色彩鲜艳度和荧光效果，使消费者能够得到高档特种印刷品。 本产品适用于胶印机、凸印机印刷铜版纸、白板纸、卡纸等基材，印刷各种包装装潢及文化广告品等。|單張紙膠印螢光油墨（基墨）|本產品與其他同類產品相比，固著速度更快，能夠適應高速印刷的技術要求。固著時間：其他同類產品≥15mins，本產品≤12mins 本產品採用高粘彈性、高溶解性樹脂作為連結料，使得油墨的粘彈性更優，印刷轉移性更好。 應用本產品，能明顯提高印刷品的色彩鮮豔度和螢光效果，使消費者能夠得到高檔特種印刷品。 本產品適用於膠印機、凸印機印刷銅版紙、白板紙、卡紙等基材，印刷各種包裝裝潢及文化廣告品等。|sheet-fed fluorescent offset ink (base ink)|With faster setting & drying performance and excellent tack stability compared to other competing products, especially suitable for high speed printing in the lithographic printing ink. Setting time: Our product≤12mins, other competing products≥15mins. Taking resins that with high viscoelasticity and solubility as vehicles, ensure inks advanced viscoelasticity, easy-transfer, non-chalking, excellent printability, and with low VOC levels. Prints color brightness and stronger fluorescence would be significantly improved, presenting high grade prints to consumers. offset press, letter press,coated paper, white board, paperboard etc., and various of packaging decoration & cultural advertising etc.|
1756|229510|13.1J11|LX PLASTIC MACHINERY LIMITIED|瑞安市阿力格斯机械有限公司|瑞安市阿力格斯機械有限公司|超薄片热成型激光刀模内切|用激光刀一工位直接模内成型冲切薄片，最薄可达0.15mm. 成型版面可达800*600mm.|超薄片熱成型鐳射刀模內切|用鐳射刀一工位直接模內成型沖切薄片，最薄可達0.15mm. 成型版面可達800*600mm.|Trim-in-place type thermoformer with steel-rule-knife|Universal thermoforming machine for making disposabe plastic container ,tray,clamshell ,lid and plate in material of pp pet,ps bops pvc. With rul-steel-knife ,completelu automatically produces disposable parts with stacking ,counting and conveying . No need to worry about trimming accurcy cuased by material shinkage ,especially for PP . No need to take time to adjust accuracy for trimming Lower cost of steel-rule-knife ,qiuck to make in 1 days for process lower thickness of sheet up to 0.15mm thickness range :0.15mm-2.00mm Forming area 800*600mm dry-run :45cycles/min|
1757|228076|12.2D31|INVISTA Nylon Chemicals (China) Co., Ltd.|英威达尼龙化工（中国）有限公司|英威達尼龍化工（中國）有限公司|最新的专有技术生产己二胺和尼龙6,6聚合物|英威达尼龙化工（中国）有限公司是英威达的全资子公司，专业生产己二胺和尼龙6,6聚合物。该工厂于2014年3月开始动工，2016年4月开始生产己二胺，预计将于2016年投产尼龙6,6聚合物。 工厂采用英威达最新的专有技术生产己二胺和尼龙6,6聚合物。己二胺和尼龙6,6聚合物是用于生产尼龙6,6纤维与聚合物的原材料，最终应用在安全气囊、汽车零部件、地毯、运动服装、户外设备等领域。|最新的專有技術生產己二胺和尼龍6,6聚合物|英威達尼龍化工（中國）有限公司是英威達的全資子公司，專業生產己二胺和尼龍6,6聚合物。該工廠於2014年3月開始動工，2016年4月開始生產己二胺，預計將於2016年投產尼龍6,6聚合物。 工廠採用英威達最新的專有技術生產己二胺和尼龍6,6聚合物。己二胺和尼龍6,6聚合物是用於生產尼龍6,6纖維與聚合物的原材料，最終應用在安全氣囊、汽車零部件、地毯、運動服裝、戶外設備等領域。|HMD and nylon 6,6 polymer|The site produces HMD and nylon 6,6 polymer based on INVISTAs latest advanced technology                                                                   INVISTA Nylon Chemicals (China) Co., Ltd. is a wholly-owned subsidiary of INVISTA, manufacturing hexamethylene diamine (HMD) and nylon 6,6 polymer. Construction began in March 2014, with HMD production beginning in April of 2016. Production of nylon 6,6 polymer is expected to start up in 2016. The site produces HMD and nylon 6,6 polymer based on INVISTA’s latest advanced technology. HMD and nylon 6,6 polymer are materials used in the production of nylon 6,6 fibers and polymers that ultimately become part of air bags, automobile parts, carpet, workout apparel, outdoor equipment and more.|
1758|226327|9.1J21|Foshan Powerjet Plastic Machinery Co., LTD.|佛山市宝捷精密机械有限公司|佛山市寶捷精密機械有限公司|JEV-380油电混合快速注塑机|宝捷JEV-380油电混合快速注塑机兼具液压与伺服之优点，该机型具有3800 kN锁模力，配有900级注塑单元，拥有670x670mm的拉杆间距，生产一出六的PP料500ml快餐盒，单个重12g，壁厚0.37mm，周期6.1s （含机械手），每小时耗电22度。该机型凭借包装领域中的高速薄壁产品的生产应用示例，充分地诠释了该系列的生产效率高、循环时间短和低能耗的特点。|JEV-380油電混合快速注塑機|寶捷JEV-380油電混合快速注塑機兼具液壓與伺服之優點，該機型具有3800 kN鎖模力，配有900級注塑單元，擁有670x670mm的拉杆間距，生產一出六的PP料500ml速食盒，單個重12g，壁厚0.37mm，週期6.1s （含機械手），每小時耗電22度。該機型憑藉包裝領域中的高速薄壁產品的生產應用示例，充分地詮釋了該系列的生產效率高、迴圈時間短和低能耗的特點。|JEV-380 Hybrid High Speed Injection Moulding Machine|POWERJET JEV - 380 hybrid rapid injection molding machine has the advantages of both hydraulic and servo.The JEV-380 combines a clamping force of 3800 kN with 900 injection units and a 670x670mm tie rod spacing, Production of a six PP material 500ml fast food box, single heavy 12g, wall thickness of 0.37mm, cycle 6.1s (including manipulator), hourly power consumption of 22 degrees.The machine with promising performance in high-speed thin wall products of packaging production, fully explain the JEV-380 has the advantages of the series of high efficiency, short cycle time and the characteristics of low energy consumption.|
1759|226327|9.1J21|Foshan Powerjet Plastic Machinery Co., LTD|佛山市宝捷精密机械有限公司|佛山市寶捷精密機械有限公司|KF-380S6高速薄壁专用注塑机|KF-380S6高速薄壁专用注塑机创新设计塑化系统实现低温塑化：节能、环保、产品韧性高不发脆。领先液压系统实现低压注射：机械保护好、模具寿命长、产品应力小、变形小。优化控制系统实现高响应快速：在更短时间内达到较高射速，0.3秒内达到最佳射速！|KF-380S6高速薄壁專用注塑機|KF-380S6高速薄壁專用注塑機創新設計塑化系統實現低溫塑化：節能、環保、產品韌性高不發脆。領先液壓系統實現低壓注射：機械保護好、模具壽命長、產品應力小、變形小。優化控制系統實現高回應快速：在更短時間內達到較高射速，0.3秒內達到最佳射速！|KF-380S6 high speed injection molding machine for thin-wall products|Innovative design of plasticizing system achieves low-temperature injection; it makes the machine energy-saving, environmental, and manufactures products with high tenacity and toughness. ·Advanced hydraulic system achieves low pressure injection; it makes the machine gain better mechanical protection, have longer mould service life, and manufactures products with low stress and deformation. ·Optimized control system achieves fast response speed; it makes the machine obtain higher shot rate in a short time and reaches the best within 0.3 seconds.|
1760|228952|4.2B11|GIMATIC Automation Technology (Shanghai) Co., Ltd.|技茂自动化技术（上海）有限公司|技茂自動化技術（上海）有限公司|电驱快速工装|市场上现有的快速工装都为气动切换，需要通过外部接压缩气压控制，而Gimatic的EQC是通过DC24的低压电控制，每一台机械手或机器人都自带低压电，不需要额外再接。 GimaticEQC的优势： 1、降低能耗 Gimatic的EQC只需在切换的时候使用DC24电源，不切换时没有能耗。 2、没有污染 当前的快速工装会产生环境污染，Gimatic的EQC不会产生，故其可应用于医疗机器人。 3、机器人脱轨 当前机器人脱轨自由运动成为趋势，Gimatic的EQC是更换手抓的首选。|電驅快速工裝|市場上現有的快速工裝都為氣動切換，需要通過外部接壓縮氣壓控制，而Gimatic的EQC是通過DC24的低壓電控制，每一台機械手或機器人都自帶低壓電，不需要額外再接。 GimaticEQC的優勢： 1、降低能耗 Gimatic的EQC只需在切換的時候使用DC24電源，不切換時沒有能耗。 2、沒有污染 當前的快速工裝會產生環境污染，Gimatic的EQC不會產生，故其可應用于醫療機器人。 3、機器人脫軌 當前機器人脫軌自由運動成為趨勢，Gimatic的EQC是更換手抓的首選。|EQC ELECTRIC TOOL CHANGER|Gimatic's EQC is controlled by the low voltage DC24 while the normal QC is pneumatic, each robot comes with a low-voltage, do not need an additional connection. Advantages of Gimatic’s EQC: 1. Reduce energy consumption Gimatic's EQC only need to use the DC24 power supply when changing, no power consumption at the other time. 2. No pollution The current QC in the market will produce environmental pollution, Gimatic’s EQC will not, so it can be used for medical robots. 3.The robot derailment Gimatic's EQC is the first choice for QC since the robot derailment become trend.|
1761|227124|3.2C41|ZHANGJIAGANG SEVENSTARS MACHINERY CO.,LTD|张家港市北斗星机械有限公司|張家港市北斗星機械有限公司|侧喂料造粒生产线|侧喂料造粒线主要用于处理破碎料如：PP PE ABS PC PS等等。这款机器的优点在于它可以处理软料，也能处理硬料。特别是针对于软料如薄膜或者编织袋，与其它类型的造粒设备相比，这款机器可以得到更大的产量，且低能耗。|側餵料造粒生產線|側餵料造粒線主要用於處理破碎料如：PP PE ABS PC PS等等。這款機器的優點在於它可以處理軟料，也能處理硬料。特別是針對於軟料如薄膜或者編織袋，與其它類型的造粒設備相比，這款機器可以得到更大的產量，且低能耗。|Side force feeder pelletizing machine|Side force feeder pelletizing machine is mainly designed for processing crushed material like PP PE ABS PC PS etc. The advantage of this machine is that it can process both the rigid and soft material. Especially for dealing with the soft material such as film or woven bags, compare with other type of pelletizing machine, this machine will have higher capacity and also lower power consumption.|
1762|227215|11.3C39|DayGlo Color Corporation|DayGlo Color Corporation|DayGlo Color Corporation|GloPrill系列|GloPrill®是一种高性能荧光着色剂，专门用于聚烯烃。设计与塑料浓缩物/母粒生产者，这些增压着色剂开发出辉煌，清洁的荧光颜色，并提供优异的加工性能。GloPrill实际上消除了在冲压销和模腔中的板出问题。现在可以以最少的停机时间连续高速生产。 浓缩物和母料配方可以简化，消除昂贵或难以处理 用于控制析出和分散的添加剂。 扩展的彩色线包括高强度GPX产品和单强度GPL颜色，以简化配方。GloPrill®GPF颜料是第一种特别适用于开发的FDA认证的着色剂聚丙烯和高密度聚乙烯食品接|GloPrill系列|GloPrill®是一種高性能螢光著色劑，專門用於聚烯烴。設計與塑膠濃縮物/母粒生產者，這些增壓著色劑開發出輝煌，清潔的螢光顏色，並提供優異的加工性能。GloPrill實際上消除了在衝壓銷和模腔中的板出問題。現在可以以最少的停機時間連續高速生產。 濃縮物和母料配方可以簡化，消除昂貴或難以處理 用於控制析出和分散的添加劑。 擴展的彩色線包括高強度GPX產品和單強度GPL顏色，以簡化配方。GloPrill®GPF顏料是第一種特別適用于開發的FDA認證的著色劑聚丙烯和高密度聚乙烯食品接|GloPrill Series|GloPrill® is a high-performance fluorescent colorant developed especially for use in polyolefins. Designed with the plastics concentrate/masterbatch producer in mind, these supercharged colorants develop brilliant, clean fluorescent colors and offer superior processing properties. GloPrill virtually eliminates the problem of plate-out at the blowpin and in the mold cavity. Continuous high-speed production is now possible with minimum downtime. Concentrate and masterbatch formulations can be simplified with the elimination of expensive or hard to handle additives for controlling plate-out and dispersion. The expanded color line includes highstrength GPX products and single-strength GPL colors to simplify formulations. GloPrill® GPF Pigments are the first FDA compliant colorants developed especially for use in polypropylene and high-density polyethylene food contact applications.|
1763|227934|11.3C39|RADIANT COLOR NV|RADIANT COLOR NV|RADIANT COLOR NV|RADGLO®RPCF荧光 颜料|与所有其他市售的塑料荧光颜料相比，RPCF系列提供了可不可多得的优点，如不粘螺杆。 由此优化热稳定性和耐旋光性。 此外，该系列适用于着色塑料，与食品接触。 然而，在最终应用中允许的最大负载不能超过1.0％，以便符合欧洲食品接触的安全要求。|RADGLO®RPCF螢光 顏料|與所有其他市售的塑膠螢光顏料相比，RPCF系列提供了可不可多得的優點，如不粘螺杆。 由此優化熱穩定性和耐光性。 此外，該系列適用於著色塑膠，與食品接觸。 然而，在最終應用中允許的最大負載不能超過1.0％，以便符合歐洲食品接觸的安全要求。|RADGLO® RPCF fluorescent pigments|Compared to all other commercially available fluorescent pigments for plastics, RPCF series offers the advantage of negligible, if any, sticking or plating, whereby both heatstability and light resistance are optimized. Moreover this series is suitable for coloring plastics, coming into contact with food. The maximal loading allowed in the end-application, however, mustn’t exceed 1.0% in order to be compliant with the European safety requirements for food contact.|
